NIT;RAZÓN SOCIAL;SUPERVISOR;REGIÓN;DEPARTAMENTO DOMICILIO;CIUDAD DOMICILIO;CIIU;MACROSECTOR;INGRESOS OPERACIONALES;GANANCIA (PÉRDIDA);TOTAL ACTIVOS;TOTAL PASIVOS;TOTAL PATRIMONIO;Año de Corte
900474049;ARROZ BARICHARA SAS;SUPERSOCIEDADES;Región Andina;SANTANDER;BUCARAMANGA;1051;MANUFACTURA;8;0;3;3;0;2022
821001749;INDUSTRIAS ALIMENTICIAS EL TREBOL SA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;TULUA;1072;MANUFACTURA;8;0;7;4;2;2022
830042212;PROALIMENTOS LIBER SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;5629;SERVICIOS;8;0;18;9;9;2022
860051534;PALMAS DE TUMACO SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;126;AGROPECUARIO;8;0;13;9;3;2022
900002780;FUNDACION CAMPBELL;SUPERSALUD;Región Caribe;ATLANTICO;BARRANQUILLA;8621;SERVICIOS;8;0;9;5;3;2022
900341710;MASSEQ PROYECTOS  E INGENIERIA SAS;SUPERSOCIEDADES;Región Andina;HUILA;NEIVA;4290;CONSTRUCCIÓN;8;0;6;4;3;2022
901217782;ANDES PRODUCTION COMPANY LLC SUCURSAL COLOMBIA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;8;0;6;4;2;2022
800213511;ESPECIALIDADES OFTALMOLOGICAS SA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;2100;MANUFACTURA;8;2;6;1;5;2022
800037021;HOSPITAL DEPARTAMENTAL DE GRANADA  EMPRESA SOCIAL DEL META;SUPERSALUD;Región Orinoquía;META;GRANADA;8610;SERVICIOS;8;0;8;3;6;2022
817000724;METREX SA;SUPERSOCIEDADES;Región Pacífica;CAUCA;POPAYAN;2651;MANUFACTURA;8;0;5;3;1;2022
800172954;SKANDIA HOLDING DE COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8299;SERVICIOS;8;7;59;11;48;2022
830044180;FINART SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;3290;MANUFACTURA;8;0;4;2;2;2022
900568503;INVERSIONES PANORAMIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4111;CONSTRUCCIÓN;7;0;20;14;5;2022
900434532;SPECIALIZED COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;CALDAS;MANIZALES;4762;COMERCIO;7;1;9;5;4;2022
800226901;RECICLENE SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;TOCANCIPA ;2229;MANUFACTURA;7;0;7;4;3;2022
900930106;VALID SUCURSAL COLOMBIA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8299;SERVICIOS;7;0;6;4;2;2022
800175223;AUTO ORION SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4511;COMERCIO;7;0;2;2;0;2022
860032657;PRODUCCIONES QUIMICAS SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2029;MANUFACTURA;7;0;6;3;3;2022
900190045;ESE HOSPITAL REGIONAL MANUELA BELTRAN;SUPERSALUD;Región Andina;SANTANDER;SOCORRO;8610;SERVICIOS;7;0;6;1;5;2022
890327601;BRILLASEO SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;8121;SERVICIOS;7;0;2;1;1;2022
811017244;AGROCOMERCIAL CAGIR SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;APARTADO;4620;COMERCIO;7;0;3;1;1;2022
830001133;CHEVYPLAN S A SOCIEDAD ADMINISTRADORA DE PLANES DE AUTOFINANCIAMIENTO COMERCIAL;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6619;SERVICIOS;7;1;41;37;4;2022
816006449;LA INTEGRIDAD SAS;SUPERSOCIEDADES;Región Andina;RISARALDA;PEREIRA;4711;COMERCIO;7;0;1;0;1;2022
805007280;ALADDIN HOTEL & CASINO SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;9200;SERVICIOS;7;0;8;4;4;2022
890102603;GRUPO MI CORRAL S A;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;4620;COMERCIO;7;0;3;2;1;2022
860043345;AYURA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;125;AGROPECUARIO;7;2;25;11;14;2022
900486095;VIAPPIANI DE COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1811;MANUFACTURA;7;1;6;3;3;2022
900347805;CAMPOFERT SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;2012;MANUFACTURA;7;0;7;5;2;2022
890707006;PROCESADORA DE POLLOS GARZON SAS POLLOSGAR SAS;SUPERSOCIEDADES;Región Andina;TOLIMA;IBAGUE;145;AGROPECUARIO;7;0;2;1;1;2022
860050625;INDUSTRIA SANTA CLARA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1081;MANUFACTURA;7;0;2;5;3;2022
900620832;SOFKA TECHNOLOGIES S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;6201;SERVICIOS;7;1;3;2;1;2022
890317402;AGREGADOZ Y MEZCLAS CACHIBI SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;4210;CONSTRUCCIÓN;7;0;6;4;2;2022
900877535;CUARZO AMARILLO S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;7010;SERVICIOS;7;8;42;6;35;2022
900904055;MHC INGENIERIA Y CONSTRUCCION DE OBRAS CIVILES SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4210;CONSTRUCCIÓN;7;3;75;48;27;2022
811000056;INGENIERIA INMOBILIARIA SA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4111;CONSTRUCCIÓN;7;0;16;15;2;2022
900311092;SERVICIOS BOLIVAR S.A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8211;SERVICIOS;7;3;6;10;3;2022
832010019;COLUMBIA COAL COMPANY S A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;510;MINERO;7;0;7;2;5;2022
891079999;ESE HOSPITAL SAN JERÓNIMO DE MONTERÍA;SUPERSALUD;Región Caribe;CORDOBA;MONTERIA;8610;SERVICIOS;7;3;14;7;6;2022
811021864;CONTENTO BPS SA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ITAGUI;8220;SERVICIOS;7;0;7;4;3;2022
811023371;MANE SUCURSAL COLOMBIA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;GUARNE ;2029;MANUFACTURA;7;0;10;3;8;2022
901154392;GRUPO LUZ Y FUERZA COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;3511;SERVICIOS;7;0;18;13;5;2022
860041265;COLCHONES ELDORADO S.A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;3120;MANUFACTURA;7;0;3;1;2;2022
900100796;COMERCIAL DE VIVERES SAN ANDRES SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4631;COMERCIO;7;0;2;1;1;2022
900725152;GRANOS Y ALIMENTOS DE COLOMBIA SAS;SUPERSOCIEDADES;Región Caribe;ATLANTICO;GALAPA;4631;COMERCIO;7;0;5;3;1;2022
830110433;MQA BUSINESS CONSULTANTS S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6202;SERVICIOS;7;0;3;2;1;2022
811028567;PUNTO CARDINAL DE ORIENTE SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;RIONEGRO;4620;COMERCIO;7;0;3;2;1;2022
810003245;CLÍNICA VERSALLES S.A;SUPERSALUD;Región Andina;CALDAS;MANIZALES;8610;SERVICIOS;7;0;8;7;1;2022
900051116;ACEITES Y GRANOS ACEGRAN SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4631;COMERCIO;7;0;1;1;1;2022
900395158;DH COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4755;COMERCIO;7;0;11;12;1;2022
891401345;INDUSTRIA COLOMBIANA DE CONFECCIONES SA EN REORGANIZACION;SUPERSOCIEDADES;Región Andina;RISARALDA;PEREIRA;1410;MANUFACTURA;7;0;8;8;0;2022
800023162;CONIX SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;7730;SERVICIOS;7;0;22;16;6;2022
890310171;INDUSTRIAS LEMBER S.A.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;2022;MANUFACTURA;7;0;5;4;1;2022
900328413;INVERSIONES EGEO I SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6613;SERVICIOS;7;7;25;8;17;2022
830053360;ARDIKO A&S SUMINISTROS Y SERVICIOS SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;5629;SERVICIOS;7;1;6;2;4;2022
900507099;SU ALIADO LABORAL S.A.S;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;7820;SERVICIOS;7;0;1;1;0;2022
830080641;PARTEQUIPOS SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4530;COMERCIO;7;0;5;3;2;2022
900077453;COMERCIALIZADORA INTERNACIONAL CENTURY EXPORTACIONES SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4690;COMERCIO;7;0;2;2;0;2022
900477160;EXTRACTORA GRUPALMA S.A.S.;SUPERSOCIEDADES;Región Caribe;MAGDALENA;SANTA MARTA;1031;MANUFACTURA;7;0;3;1;1;2022
900238438;GROW DATA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6202;SERVICIOS;7;1;4;2;2;2022
900343209;AUTOMOTORES EUROPA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;7;0;3;2;0;2022
830037495;OBIPROSA COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4663;COMERCIO;7;1;6;3;3;2022
811024113;CHEMTRADE COLOMBIA S.A.S CHEMTRADE COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;4644;COMERCIO;7;0;5;4;1;2022
900145466;DISTRIBUCIONES ARAMA LTDA;SUPERSOCIEDADES;Región Andina;SANTANDER;BUCARAMANGA;4663;COMERCIO;7;0;4;2;2;2022
900970297;AMERICANDY SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;PALMIRA;1082;MANUFACTURA;7;1;2;1;1;2022
900877488;ECHE SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;7010;SERVICIOS;7;7;40;6;33;2022
900538591;ARIS TEXTIL SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;1399;MANUFACTURA;7;0;6;4;3;2022
900476153;MATERIALES, AGREGADOS, BASES, OBRAS Y HERRAMIENTAS SAS;SUPERSOCIEDADES;Región Orinoquía;CASANARE;VILLANUEVA;4220;CONSTRUCCIÓN;7;1;2;1;1;2022
900413588;INGENIERIA Y SOLUCIONES ESPECIALIZADAS S.A.S. (ISES S.A.S.);SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;7112;SERVICIOS;7;1;3;1;2;2022
900397244;CONSTRUCTORA ALTOS DE LA ABADIA SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4111;CONSTRUCCIÓN;7;0;25;22;3;2022
800049083;NUTRICION Y RECURSOS DE COLOMBIA SA;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;CHIA;1090;MANUFACTURA;7;0;2;1;1;2022
900912034;BIZAGI LATAM SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6202;SERVICIOS;7;1;6;5;2;2022
805010369;LATINOAMERICANA DE LA CONSTRUCCION SA EN REORGANIZACION;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4112;CONSTRUCCIÓN;7;0;10;8;2;2022
900576569;SUPERMERCADO BETEL CUCUTA SAS;SUPERSOCIEDADES;Región Andina;NORTE DE SANTANDER;CUCUTA;4711;COMERCIO;7;0;2;1;1;2022
900430960;CONSTRUCTORA AGATA S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4111;CONSTRUCCIÓN;7;0;21;20;2;2022
900707055;AUTOMAX SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4512;COMERCIO;7;0;2;1;1;2022
900076720;SODIAK S.A.;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;COTA ;4664;COMERCIO;7;0;2;1;1;2022
860031699;VITRO COLOMBIA S A S;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;CHIA;2310;MANUFACTURA;7;1;6;1;4;2022
890983994;FUNDACION ORGANIZACIÓN VID;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8621;SERVICIOS;7;1;43;3;41;2022
832001168;NOGA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;7;0;2;1;1;2022
860061140;GENTE OPORTUNA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7820;SERVICIOS;7;0;2;1;0;2022
860006628;MCCANNERICKSON CORPORATION S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7310;SERVICIOS;7;0;7;4;3;2022
811008489;C.I. CALLA FARMS S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;RIONEGRO;125;AGROPECUARIO;7;0;3;3;0;2022
900131199;MOLEK INGENIERIA Y DISEÑO SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4210;CONSTRUCCIÓN;7;0;5;5;1;2022
891303109;TONING S.A.S.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;1089;MANUFACTURA;7;0;3;2;1;2022
806015201;GESTION SALUD S.A.S.;SUPERSALUD;Región Caribe;BOLIVAR;CARTAGENA;8699;SERVICIOS;7;0;6;4;2;2022
810002455;CONSTRUCCIONES CFC Y ASOCIADOS SA;SUPERSOCIEDADES;Región Andina;CALDAS;MANIZALES;4111;CONSTRUCCIÓN;7;0;25;23;2;2022
900875272;BEMA SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;7010;SERVICIOS;7;7;38;6;32;2022
860023385;ALFA LAVAL S A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4653;COMERCIO;7;0;4;4;0;2022
900553321;ENTORNA S.A.S;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;4390;CONSTRUCCIÓN;7;1;5;2;3;2022
890924742;FABRICA DE CALZADO KONDOR S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1521;MANUFACTURA;7;0;2;2;1;2022
800203210;JAM INTERNACIONAL S.A.S.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;1910;MANUFACTURA;7;0;4;3;1;2022
890807047;CUATRO MILPAS SAS;SUPERSOCIEDADES;Región Andina;CALDAS;CHINCHINA;4711;COMERCIO;7;0;2;1;1;2022
800142820;DOÑA LECHE ALIMENTOS SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1040;MANUFACTURA;7;0;3;1;1;2022
800098622;TECNOLOGIA INFORMATICA TECINF SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;COTA ;4651;COMERCIO;7;0;2;2;0;2022
901002953;PROMOTORA DE PROYECTOS  DE PARMA SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4111;CONSTRUCCIÓN;7;0;1;1;0;2022
901106368;APEX TRADING SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7310;SERVICIOS;7;1;6;3;3;2022
800213075;RESTCAFE SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;5611;SERVICIOS;7;0;9;9;0;2022
900719939;MARY KAY COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;7;1;4;4;0;2022
900375309;C2 SOLUCIONES SAS;SUPERSOCIEDADES;Región Andina;RISARALDA;PEREIRA;4669;COMERCIO;7;0;4;3;1;2022
890802377;AUTOMOTRIZ CALDAS MOTOR S.A.S;SUPERSOCIEDADES;Región Andina;CALDAS;MANIZALES;4511;COMERCIO;7;0;3;3;1;2022
830092048;CASAGRO S.A.S;SUPERSOCIEDADES;Región Andina;SANTANDER;GIRON;4664;COMERCIO;7;0;6;5;1;2022
860536371;AGROPECUARIA ALFA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;150;AGROPECUARIO;7;1;7;2;5;2022
800059608;INDUSTRIAS ST. EVEN S.A;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1410;MANUFACTURA;7;1;7;3;5;2022
860041216;AGRICOLA CUNDAY S.A.S;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;FUNZA ;125;AGROPECUARIO;7;0;3;1;1;2022
800024265;EDITORIAL SANTILLANA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;5811;SERVICIOS;7;1;7;4;3;2022
900311748;YEAPDATA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6190;SERVICIOS;7;1;10;7;4;2022
830056174;SERVIMAX Y COMPAÑIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4723;COMERCIO;7;0;0;0;0;2022
802001223;EQUIPOS DEL NORTE S.A.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;7730;SERVICIOS;7;1;15;7;8;2022
805026621;SSANGYONG MOTOR COLOMBIA SA EN REORGANIZACION;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4511;COMERCIO;7;0;7;6;1;2022
900498132;OPERADORA DE COMERCIO SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;8211;SERVICIOS;7;5;63;7;57;2022
860010783;CONGREGACION DE DOMINICAS DE SANTA CATALINA DE SENA;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8621;SERVICIOS;7;0;6;4;2;2022
830512218;MEDIMARCAS SAS;SUPERSOCIEDADES;Región Caribe;SUCRE;SINCELEJO;4645;COMERCIO;7;0;3;2;1;2022
900437196;CONSTRUCTORA MAG SAS;SUPERSOCIEDADES;Región Andina;TOLIMA;IBAGUE;4111;CONSTRUCCIÓN;7;0;3;2;1;2022
900657956;MOLIENDA DE LA SABANA SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;TOCANCIPA ;2394;MANUFACTURA;7;0;10;7;3;2022
804000044;DELTHAC UNO SEGURIDAD LTDA;SUPERVIGILANCIA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8010;SERVICIOS;7;0;6;2;5;2022
830027558;IMEVI LTDA;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8699;SERVICIOS;7;0;3;2;0;2022
890317417;GILMEDICA SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;4659;COMERCIO;7;1;9;3;6;2022
900364648;POLO 1 SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;4771;COMERCIO;7;0;10;5;5;2022
901383010;UCIS DE COLOMBIA S.A.S.;SUPERSALUD;Región Andina;NORTE DE SANTANDER;CUCUTA;8610;SERVICIOS;7;4;10;2;8;2022
800159527;AMADEUS IT GROUP COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6202;SERVICIOS;7;0;3;2;1;2022
811024067;LITO SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4665;COMERCIO;7;0;2;1;1;2022
900990465;ELCA COSMETICOS COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;7;0;5;4;1;2022
804009440;LA MUELA SAS;SUPERSOCIEDADES;Región Andina;SANTANDER;BUCARAMANGA;4773;COMERCIO;7;0;5;3;2;2022
830023671;ORIFLAME DE COLOMBIA S.A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;7;0;2;2;0;2022
890703630;SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓNIMA Y/O CLÍNICA TOLIMA S.A.;SUPERSALUD;Región Andina;TOLIMA;IBAGUE;8610;SERVICIOS;7;0;6;2;4;2022
890304855;OBYCO SA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4530;COMERCIO;7;1;4;1;3;2022
800067956;ELITE FACILITY MANAGEMENT SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8121;SERVICIOS;7;0;3;2;2;2022
900386591;GYO MEDICAL IPS S.A.S.;SUPERSALUD;Región Orinoquía;CASANARE;YOPAL;8610;SERVICIOS;7;1;7;5;2;2022
830066015;COLOMBOESPAÑOLA DE CONSERVAS LIMITADA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4631;COMERCIO;7;1;4;3;1;2022
900944526;OPERADORA MINERA EL DIAMANTE SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;UBATE;4661;COMERCIO;7;0;2;1;0;2022
900072035;ABSORBENTES DE COLOMBIA SA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;RIONEGRO;1709;MANUFACTURA;7;0;5;4;1;2022
860042566;CONSORCIO MINERO DE CUCUTA LTDA;SUPERSOCIEDADES;Región Andina;NORTE DE SANTANDER;CUCUTA;510;MINERO;7;3;5;2;3;2022
890200877;URBANIZADORA DAVID PUYANA SA EN REORGANIZACION;SUPERSOCIEDADES;Región Andina;SANTANDER;FLORIDABLANCA;4111;CONSTRUCCIÓN;7;1;31;25;6;2022
860029949;DIENES Y CIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2229;MANUFACTURA;7;1;8;3;4;2022
800051998;CLINICA DE OFTALMOLOGIA SANDIEGO S.A;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8621;SERVICIOS;7;1;8;4;3;2022
800024390;DIME CLINICA NEUROCARDIOVASCULAR S.A;SUPERSALUD;Región Pacífica;VALLE DEL CAUCA;CALI;8610;SERVICIOS;7;0;5;4;2;2022
805002583;FARMACIA DROGUERIA SAN JORGE LTDA DROGUERIA SAN JORGE LTDA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4773;COMERCIO;7;0;4;1;3;2022
830068604;COMERCIALIZADORA INTERNACIONAL FLORES DE APOSENTOS SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;7;0;2;1;1;2022
830034343;RENTEK SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7730;SERVICIOS;7;1;28;22;7;2022
800108330;SERVIPERFILES SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;MOSQUERA ;2511;MANUFACTURA;7;0;2;1;1;2022
860511541;COMESTIBLES ALFA SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;MOSQUERA ;4631;COMERCIO;7;0;6;4;2;2022
860075659;COMERCIALIZADORA INTERNACIONAL GEMOLOGIA Y TECNOLOGIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4690;COMERCIO;7;0;1;1;0;2022
900025740;MICROHOME SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4651;COMERCIO;7;0;3;3;1;2022
900382906;SAFRENOS RANGEL SAS;SUPERSOCIEDADES;Región Andina;SANTANDER;BUCARAMANGA;4530;COMERCIO;7;1;5;3;2;2022
900918147;INVERSIONES ALZATE LOPEZ S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;1011;MANUFACTURA;7;0;1;1;0;2022
805026771;CENTRO DE MEDICINA FISICA Y REHABILITACION RECUPERAR S.A. IPS;SUPERSALUD;Región Pacífica;NARIÑO;TUMACO;8610;SERVICIOS;7;0;7;5;2;2022
900016598;INSTITUTO CARDIOVASCULAR DEL CESAR S.A;SUPERSALUD;Región Caribe;CESAR;VALLEDUPAR;8610;SERVICIOS;7;0;8;3;5;2022
800007355;LABORATORIOS AUROFARMA SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;FUNZA ;2100;MANUFACTURA;7;0;3;2;1;2022
890930614;COMERCIAL Y SERVICIOS LARCO SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4322;CONSTRUCCIÓN;7;0;4;3;1;2022
830028860;LV COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4772;COMERCIO;7;1;3;2;1;2022
800023622;FLORES SILVESTRES S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;125;AGROPECUARIO;7;0;9;4;5;2022
900229147;GRUPO MCM COLOMBIA S,A,S,;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;6494;SERVICIOS;7;0;47;37;11;2022
800248806;PROCAR INVERSIONES SAS;SUPERSOCIEDADES;Región Andina;NORTE DE SANTANDER;CUCUTA;4530;COMERCIO;7;0;5;1;4;2022
811046293;CONINTEL S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4111;CONSTRUCCIÓN;7;1;10;8;2;2022
900469873;COLOMBIA ESL;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6399;SERVICIOS;7;0;4;3;1;2022
890925185;PARACONSTRUIR SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4663;COMERCIO;7;0;2;1;1;2022
900557235;CONSORTIA  SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4761;COMERCIO;7;0;2;2;0;2022
890401053;BUZCA SOLUCIONES DE INGENIERIA SA;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;4290;CONSTRUCCIÓN;7;0;7;4;3;2022
890941103;EQUIELECT SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4663;COMERCIO;7;0;3;2;1;2022
