NIT;RAZÓN SOCIAL;SUPERVISOR;REGIÓN;DEPARTAMENTO DOMICILIO;CIUDAD DOMICILIO;CIIU;MACROSECTOR;INGRESOS OPERACIONALES;GANANCIA (PÉRDIDA);TOTAL ACTIVOS;TOTAL PASIVOS;TOTAL PATRIMONIO;Año de Corte
830025448;GRUPO BOLIVAR S. A.;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6492;SERVICIOS;139;118;1491;176;1314;2022
800148312;CÓNDOR SPECIALTY COFFEE SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1061;MANUFACTURA;139;2;51;47;4;2022
890300431;CABLES DE ENERGIA Y DE TELECOMUNICACIONES S.A.S;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;2731;MANUFACTURA;139;0;94;78;16;2022
860015753;COLOMBIANA KIMBERLY COLPAPEL S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;BARBOSA;1709;MANUFACTURA;137;16;234;116;117;2022
860074450;QUALA S.A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1089;MANUFACTURA;137;0;144;66;78;2022
890101815;JOHNSON & JOHNSON DE COLOMBIA SA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;2023;MANUFACTURA;137;6;65;36;28;2022
830018214;MPS MAYORISTA DE COLOMBIA SA;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;COTA ;4651;COMERCIO;136;1;42;38;4;2022
830037774;DRUMMOND COAL MINING LLC;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;510;MINERO;136;36;108;25;83;2022
819004712;C.I. TEQUENDAMA S.A.S.;SUPERSOCIEDADES;Región Caribe;MAGDALENA;SANTA MARTA;1032;MANUFACTURA;135;12;133;104;29;2022
805001157;SERVICIO OCCIDENTAL DE SALUD EPS SOS S.A.;SUPERSALUD;Región Pacífica;VALLE DEL CAUCA;CALI;8430;SERVICIOS;135;27;29;79;50;2022
860013771;AJOVER DARNEL SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2229;MANUFACTURA;134;7;166;105;61;2022
900104517;BIO D S.A. USUARIO OPERADOR DE ZONA FRANCA;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;FACATATIVA;2029;MANUFACTURA;134;8;46;23;23;2022
811025289;NOVAVENTA S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4799;COMERCIO;134;7;44;24;21;2022
890324177;FUNDACION VALLE DEL LILI;SUPERSALUD;Región Pacífica;VALLE DEL CAUCA;CALI;8621;SERVICIOS;133;11;161;63;98;2022
811011779;RENTING COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;7710;SERVICIOS;133;14;291;234;57;2022
890900281;INDUSTRIAS HACEB S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;COPACABANA;2750;MANUFACTURA;133;4;97;63;34;2022
860051812;HALLIBURTON LATIN AMERICA S.R.L. SUCURSAL COLOMBIA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;910;MINERO;133;2;87;30;56;2022
900118612;CI MEPRECOL SA;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4662;COMERCIO;132;1;3;0;3;2022
901351676;GRUPO BICENTENARIO SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7010;SERVICIOS;131;129;1172;3;1169;2022
900134430;NOKIA SOLUTIONS AND NETWORKS COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6190;SERVICIOS;131;2;97;92;5;2022
891300238;INGENIO PROVINCIA S.A;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;1071;MANUFACTURA;130;23;139;57;82;2022
830078966;METROKIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;127;10;71;28;43;2022
900335237;GRAN TIERRA COLOMBIA INC SUCURSAL;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;127;15;206;62;144;2022
800249942;COLOMBIANA DE LICITACIONES Y CONCESIONES SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8299;SERVICIOS;127;118;926;301;625;2022
860000452;MANUFACTURAS ELIOT SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1312;MANUFACTURA;127;5;145;109;36;2022
830065063;LG ELECTRONICS COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4644;COMERCIO;127;5;54;43;11;2022
890400869;SURTIDORA DE GAS DEL CARIBE S.A. E.S.P.;SUPERFINANCIERA;Región Caribe;BOLIVAR;CARTAGENA;3520;SERVICIOS;126;11;190;109;81;2022
800091549;IMPRESISTEM SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;COTA ;4651;COMERCIO;125;1;42;36;6;2022
890800718;SUCESORES DE JOSE JESUS RESTREPO & CIA. S.A. CASA LUKER S.A.;SUPERSOCIEDADES;Región Andina;CALDAS;MANIZALES;4690;COMERCIO;125;6;101;49;51;2022
860001307;DISTRIBUIDORA NISSAN S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;125;10;99;47;52;2022
860002175;SCHLUMBERGER SURENCO S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;910;MINERO;125;5;164;39;125;2022
900561761;INGRAM MICRO SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;COTA ;4651;COMERCIO;123;0;64;55;9;2022
890903024;COMERCIAL INTERNACIONAL DE EQUIPOS Y MAQUNARIA S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4511;COMERCIO;123;7;109;83;26;2022
815000863;AVIDESA DE OCCIDENTE S.A;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;BUGA;145;AGROPECUARIO;122;8;48;17;30;2022
890301960;CARVAJAL PULPA Y PAPEL S.A.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;1701;MANUFACTURA;122;7;102;59;43;2022
900319372;RED CARNICA SAS;SUPERSOCIEDADES;Región Caribe;CORDOBA;CIENAGA DE ORO;1011;MANUFACTURA;121;7;59;50;9;2022
900473830;GUNVOR COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;121;1;39;37;2;2022
900136638;CERVECERIA DEL VALLE SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1103;MANUFACTURA;121;24;130;70;60;2022
800185295;AMARILO SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4111;CONSTRUCCIÓN;120;5;393;262;132;2022
900023333;AMOV COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6190;SERVICIOS;119;134;675;9;666;2022
830002366;BIMBO DE COLOMBIA S A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1081;MANUFACTURA;119;0;79;45;34;2022
860014659;DOW QUIMICA DE COLOMBIA S.A..;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2013;MANUFACTURA;117;2;60;38;22;2022
890302594;MAYAGUEZ S A;SUPERFINANCIERA;Región Pacífica;VALLE DEL CAUCA;CALI;1071;MANUFACTURA;117;22;175;92;83;2022
900553170;EMBOTELLADORA DE LA SABANA SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;TOCANCIPA ;1104;MANUFACTURA;116;8;105;32;73;2022
900411999;COFCO INTERNATIONAL COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;116;0;20;23;3;2022
860004922;PRODUCTOS NATURALES DE LA SABANA S.A.S BIC;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;CAJICA;1040;MANUFACTURA;115;1;64;59;5;2022
901174177;NITROFERT SAS;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;4664;COMERCIO;115;0;66;65;1;2022
890900118;CRISTALERIA PELDAR S.A;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;2310;MANUFACTURA;115;35;137;63;75;2022
890106527;PROCAPS S.A;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;2100;MANUFACTURA;113;4;197;164;33;2022
830039670;DIRECCION GENERAL DE SANIDAD MILITAR;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6511;SERVICIOS;113;5;76;32;43;2022
800206842;BAKER HUGHES DE COLOMBIA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;910;MINERO;113;5;78;27;51;2022
900203441;OLEODUCTO DE LOS LLANOS ORIENTALES S A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4930;SERVICIOS;113;52;141;59;82;2022
860056150;BASF QUIMICA COLOMBIANA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4664;COMERCIO;112;2;59;51;9;2022
830012157;THOMAS GREG & SONS LIMITED (GUERNSEY) S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;7020;SERVICIOS;112;29;67;16;50;2022
800141506;THE ELITE FLOWER SAS CI;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;111;5;89;48;40;2022
900780755;FORD MOTOR COLOMBIA S A S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;110;9;47;38;9;2022
901249413;AUTECO MOBILITY SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;3091;MANUFACTURA;109;2;93;84;9;2022
860003216;PRODUCTOS ROCHE S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;109;2;74;32;43;2022
800134853;ESENTTIA MASTERBATCH LTDA;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;2013;MANUFACTURA;109;29;58;14;45;2022
900277370;ISHOP COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4741;COMERCIO;108;3;19;18;1;2022
890801748;MABE COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;CALDAS;MANIZALES;2750;MANUFACTURA;108;2;59;33;26;2022
900232454;LÍNEA AÉREA CARGUERA DE COLOMBIA S. A. LANCO;SUPERTRANSPORTE;Región Andina;BOGOTA D.C.;BOGOTA D.C.;5111;SERVICIOS;108;4;307;253;53;2022
900114676;MINEX COMPAÑIA INTERNACIONAL SAS CI;SUPERSOCIEDADES;Región Andina;NORTE DE SANTANDER;CUCUTA;4661;COMERCIO;108;3;16;15;1;2022
900203461;COMERCIALIZADORA COLOMBIANA DE CARBONES Y COQUE S.A.S. CI;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1910;MANUFACTURA;107;8;35;26;9;2022
890333023;SIDERURGICA DEL OCCIDENTE S.A.S.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;2410;MANUFACTURA;107;10;46;21;25;2022
800106339;COLMÉDICA;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6521;SERVICIOS;106;11;61;41;20;2022
900891350;GOAM 1 C.I S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;106;0;15;15;0;2022
800048943;TAGHLEEF LATIN AMERICA S.A.;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;2221;MANUFACTURA;106;1;149;99;50;2022
900218578;SISTEMAS COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6201;SERVICIOS;106;4;48;31;17;2022
890918965;CI TECNICAS BALTIME COLOMBIA SA;SUPERSOCIEDADES;Región Caribe;MAGDALENA;SANTA MARTA;4620;COMERCIO;106;1;54;36;17;2022
860026753;ACESCO COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2592;MANUFACTURA;105;4;88;55;32;2022
860025674;CARACOL TELEVISION S A;SUPERFINANCIERA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6020;SERVICIOS;105;13;131;57;74;2022
860002538;NOVARTIS DE COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;105;1;64;48;16;2022
811017000;INTERNACIONAL DE DISTRIBUCIONES DE VESTUARIO DE MODA SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;LA ESTRELLA;1410;MANUFACTURA;105;2;42;38;4;2022
890102110;OLEOFLORES S.A.S.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;1031;MANUFACTURA;105;5;44;26;18;2022
890916575;DISLICORES;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4632;COMERCIO;105;3;59;47;12;2022
830067394;MERCADOLIBRE COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6209;SERVICIOS;104;16;36;36;1;2022
890901110;CONSTRUCTORA CONCONCRETO S.A.;SUPERFINANCIERA;Región Andina;ANTIOQUIA;MEDELLIN;4220;CONSTRUCCIÓN;103;5;302;155;147;2022
900320612;SAP COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6209;SERVICIOS;103;5;91;64;26;2022
830113598;ADMINEGOCIOS SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4799;COMERCIO;102;90;919;264;655;2022
891300529;GRASAS SA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;BUGA;1032;MANUFACTURA;102;3;54;33;21;2022
890901672;CRYSTAL SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;SABANETA ;1410;MANUFACTURA;102;6;92;55;36;2022
860020058;DISTRIBUIDORA TOYOTA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;101;6;27;18;9;2022
900219353;SEABOARD OVERSEAS COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;101;0;26;25;1;2022
860020439;MONOMEROS COLOMBO VENEZOLANOS S.A.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;2012;MANUFACTURA;101;9;155;97;58;2022
891410137;SUZUKI MOTOR DE COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;RISARALDA;PEREIRA;3091;MANUFACTURA;99;6;75;20;55;2022
805006014;DIRECTV COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6020;SERVICIOS;99;7;65;38;26;2022
891300241;MANUELITA S.A.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;PALMIRA;1071;MANUFACTURA;99;10;152;87;65;2022
900326523;PRECISAGRO S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2012;MANUFACTURA;98;2;47;26;21;2022
900237877;C.I. CARGILL DE COLOMBIA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4620;COMERCIO;97;1;18;8;10;2022
860350697;CONCRETOS ARGOS S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2395;MANUFACTURA;97;0;67;48;19;2022
830008524;BLU LOGISTICS COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4923;SERVICIOS;97;8;23;16;7;2022
860002576;GENERAL DE EQUIPOS DE COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4659;COMERCIO;95;1;95;65;29;2022
900580962;SOLINSA G.C. S.A.S.;SUPERSALUD;Región Andina;SANTANDER;GIRON;4645;COMERCIO;95;3;37;23;14;2022
860002590;BRENNTAG COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4664;COMERCIO;95;3;56;40;16;2022
891401858;OPERADORA AVICOLA COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ENVIGADO;145;AGROPECUARIO;95;3;61;29;32;2022
860002134;ABBOTT LABORATORIES DE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;95;4;87;24;62;2022
900174478;LOUIS DREYFUS COMPANY COLOLMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1061;MANUFACTURA;94;0;27;25;2;2022
900147693;ECODIESEL COLOMBIA SA;SUPERSOCIEDADES;Región Andina;SANTANDER;BUCARAMANGA;2029;MANUFACTURA;94;8;23;12;11;2022
811009244;CI COLOMBIAN MINT SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;2421;MANUFACTURA;94;0;24;23;2;2022
892300678;ETICOS SERRANO GOMEZ LTDA;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;4773;COMERCIO;94;3;46;34;12;2022
900047822;PETROBRAS COLOMBIA COMBUSTIBLES S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4661;COMERCIO;93;1;17;8;10;2022
900806600;RELIANZ MINING SOLUTIONS S.A.S.;SUPERSOCIEDADES;Región Caribe;ATLANTICO;SOLEDAD;3312;MANUFACTURA;93;8;90;66;23;2022
860039561;PFIZER SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;93;4;66;36;30;2022
860516806;PERMODA LTDA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1410;MANUFACTURA;93;1;118;95;23;2022
800087795;CORTEVA AGRISCIENCE DE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2021;MANUFACTURA;93;7;92;36;56;2022
830010337;SANOFI AVENTIS DE COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;92;4;69;21;48;2022
860000898;SKN CARIBECAFE SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1061;MANUFACTURA;92;0;30;25;5;2022
830006735;ALIMENTOS POLAR COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1051;MANUFACTURA;92;4;58;41;17;2022
900015051;ACEITES MANUELITA SA;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;PALMIRA;2029;MANUFACTURA;91;14;69;35;34;2022
900601327;GRUPO SIDERURGICO REYNA SAS;SUPERSOCIEDADES;Región Andina;BOYACA;ALMEIDA;2410;MANUFACTURA;91;5;42;26;15;2022
900166896;HINO MOTORS MANUFACTURING COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;COTA ;2910;MANUFACTURA;91;1;31;24;7;2022
830129327;FARMATODO COLOMBIA S.A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4773;COMERCIO;91;3;53;42;11;2022
811028650;MADECENTRO COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4752;COMERCIO;91;6;58;42;15;2022
800221789;BRINSA S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;2023;MANUFACTURA;91;6;91;49;41;2022
890902070;C.I.J GUTIERREZ Y CIA S.A;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4669;COMERCIO;90;0;10;3;7;2022
900462511;BRITISH AMERICAN TOBACCO COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4632;COMERCIO;90;12;113;53;59;2022
890900050;GRUPO NUTRESA S.A;SUPERFINANCIERA;Región Andina;ANTIOQUIA;MEDELLIN;6613;MANUFACTURA;90;88;1109;14;1095;2022
860009808;HOLCIM (COLOMBIA) S A;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2394;MANUFACTURA;89;7;89;44;45;2022
890900148;PINTUCO COLOMBIA S.A.S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;2022;MANUFACTURA;89;8;83;42;41;2022
860005050;MEXICHEM COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2229;MANUFACTURA;89;7;55;20;35;2022
830035246;DELL COLOMBIA INC;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4741;COMERCIO;89;1;69;68;2;2022
811007832;SERVICIOS DE SALUD IPS SURAMERICANA S.A;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8699;SERVICIOS;89;0;36;32;5;2022
890922447;CONSTRUCCIONES EL CONDOR S.A;SUPERFINANCIERA;Región Andina;ANTIOQUIA;MEDELLIN;4210;CONSTRUCCIÓN;89;7;245;146;99;2022
900226684;C.I BULK TRADING SUR AMERICA SAS;SUPERSOCIEDADES;Región Andina;NORTE DE SANTANDER;CUCUTA;4661;COMERCIO;89;0;29;20;8;2022
805003626;STF GROUP S.A.;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;YUMBO;1410;MANUFACTURA;88;7;62;38;25;2022
860509514;AUTOGERMANA S.A.S;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;88;7;66;55;11;2022
860002392;MERCK SHARP & DOHME COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4645;COMERCIO;88;1;56;37;19;2022
800068713;OLEODUCTO DE COLOMBIA S.A.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4930;SERVICIOS;87;43;79;30;49;2022
811043174;ZEUSS S A S;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4661;COMERCIO;86;1;16;9;7;2022
900373092;YUMA CONCESIONARIA SA EN REORGANIZACION;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4210;CONSTRUCCIÓN;86;0;269;263;6;2022
901121179;CANPACK COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;CUNDINAMARCA;TOCANCIPA ;2599;MANUFACTURA;86;6;113;91;21;2022
890301463;LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;2100;MANUFACTURA;86;2;97;41;57;2022
890102768;ORGANIZACION CLINICA GENERAL DEL NORTE;SUPERSALUD;Región Caribe;ATLANTICO;BARRANQUILLA;8621;SERVICIOS;86;8;79;29;50;2022
800236937;THE WALT DISNEY COMPANY COLOMBIA SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6020;SERVICIOS;85;4;51;43;7;2022
891400378;PAPELES NACIONALES S.A.;SUPERSOCIEDADES;Región Andina;RISARALDA;PEREIRA;1709;MANUFACTURA;85;0;80;54;26;2022
860503159;PASH SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4771;COMERCIO;84;4;38;29;9;2022
800041829;YOKOMOTOR S.A;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;4511;COMERCIO;84;3;26;16;10;2022
805028041;SUPERTIENDAS CAÑAVERAL SAS;SUPERSOCIEDADES;Región Pacífica;VALLE DEL CAUCA;CALI;4711;COMERCIO;84;2;36;26;10;2022
900164755;ZONA FRANCA ARGOS S.A.S.;SUPERSOCIEDADES;Región Caribe;BOLIVAR;CARTAGENA;2394;MANUFACTURA;84;12;166;16;150;2022
890925215;PRODUCTOS AUTOADHESIVOS ARCLAD S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;RIONEGRO;1709;MANUFACTURA;83;5;79;44;36;2022
802019339;ADAMA ANDINA B.V. SUCURSAL COLOMBIA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;2021;MANUFACTURA;83;3;114;90;24;2022
890900168;CERVECERIA UNIÓN SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;1103;MANUFACTURA;83;25;157;93;64;2022
860507033;VIGILANCIA Y SEGURIDAD LTDA;SUPERVIGILANCIA;Región Andina;BOGOTA D.C.;BOGOTA D.C.;8110;SERVICIOS;83;3;30;18;12;2022
890319047;CARVAJAL EMPAQUES S.A.;SUPERFINANCIERA;Región Pacífica;VALLE DEL CAUCA;CALI;2229;MANUFACTURA;82;24;145;32;112;2022
900294369;COMERCIAL CARD SAS;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;6209;SERVICIOS;82;1;4;3;1;2022
890307200;CENTRO MEDICO IMBANACO DE CALI S.A.;SUPERSALUD;Región Pacífica;VALLE DEL CAUCA;CALI;8610;SERVICIOS;82;4;106;73;33;2022
890208788;UNIDROGAS SAS;SUPERSOCIEDADES;Región Andina;SANTANDER;FLORIDABLANCA;4645;COMERCIO;82;1;59;42;17;2022
805009741;COOMEVA MEDICINA PREPAGADA S.A.;SUPERSALUD;Región Andina;BOGOTA D.C.;BOGOTA D.C.;6511;SERVICIOS;82;1;33;30;4;2022
901131909;TERNIUM DEL ATLANTICO S.A.S.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;ITAGUI;2410;MANUFACTURA;82;3;77;59;18;2022
900235088;TECPETROL COLOMBIA S.A.S.;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;610;MINERO;81;32;100;65;36;2022
900268901;CNRIII LTD.SUCURSAL COLOMBIA EN REORGANIZACION;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;510;MINERO;81;26;110;94;15;2022
900785905;CENTRAL CERVECERA DE COLOMBIA SAS;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4632;COMERCIO;80;10;83;61;23;2022
811012271;GRUPO DE INVERSIONES SURAMERICANA S.A.;SUPERFINANCIERA;Región Andina;ANTIOQUIA;MEDELLIN;6613;SERVICIOS;80;106;3402;632;2770;2022
800003765;VIRREY SOLIS IPS. S.A.;SUPERSALUD;Región Andina;ANTIOQUIA;MEDELLIN;8610;SERVICIOS;80;16;53;33;20;2022
890101176;MEICO SA;SUPERSOCIEDADES;Región Caribe;ATLANTICO;BARRANQUILLA;4632;COMERCIO;80;3;38;27;10;2022
900464054;SURA ASSET MANAGEMENT S.A.;SUPERSOCIEDADES;Región Andina;ANTIOQUIA;MEDELLIN;6613;SERVICIOS;80;44;1664;415;1249;2022
860069497;AUTONIZA SA;SUPERSOCIEDADES;Región Andina;BOGOTA D.C.;BOGOTA D.C.;4511;COMERCIO;79;3;32;22;10;2022
